sample_name,BioSample,rnai,Assay.Type,LibraryLayout,LibrarySource,LibrarySelection,Strain,Instrument,Experiment,Run,Sample.Name
Spt6_SRR3487106,SAMN04959658,Spt6,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1749103,SRR3487106,GSM2145369
CG2129_SRR3487108,SAMN04959660,CG2129,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1749105,SRR3487108,GSM2145371
CG18476_SRR3487111,SAMN04959736,CG18476,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1749108,SRR3487111,GSM2145374
CG6689_SRR3487112,SAMN04959737,CG6689,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1749109,SRR3487112,GSM2145375
CG17806_SRR3487114,SAMN04959739,CG17806,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1749111,SRR3487114,GSM2145377
CG3847_SRR3487117,SAMN04959742,CG3847,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1749114,SRR3487117,GSM2145380
CG4496_SRR3487120,SAMN04959745,CG4496,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1749118,SRR3487120,GSM2145383
CG9705_SRR3487122,SAMN04959747,CG9705,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1749120,SRR3487122,GSM2145385
Hr78_SRR3487123,SAMN04959748,Hr78,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1749121,SRR3487123,GSM2145386
Rel_SRR3487126,SAMN04959751,Rel,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1749124,SRR3487126,GSM2145389
osa_SRR3487129,SAMN04959754,osa,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1749127,SRR3487129,GSM2145392
CG32772_SRR3487130,SAMN04959755,CG32772,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1749128,SRR3487130,GSM2145393
fu2_SRR3487132,SAMN04959757,fu2,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1749130,SRR3487132,GSM2145395
Max_SRR3487134,SAMN04959759,Max,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1749132,SRR3487134,GSM2145397
CG3281_SRR3487136,SAMN04959761,CG3281,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1749134,SRR3487136,GSM2145399
Taf12_SRR3487138,SAMN04959763,Taf12,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1749136,SRR3487138,GSM2145401
bigmax_SRR3487139,SAMN04959449,bigmax,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1749137,SRR3487139,GSM2145402
CG2712_SRR3487142,SAMN04959457,CG2712,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1749140,SRR3487142,GSM2145405
CG11696_SRR3487144,SAMN04959452,CG11696,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1749142,SRR3487144,GSM2145407
Taf6_SRR3487145,SAMN04959453,Taf6,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1749143,SRR3487145,GSM2145408
CG3995_SRR3487147,SAMN04959455,CG3995,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1749145,SRR3487147,GSM2145410
MED6_SRR3487148,SAMN04959458,MED6,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1749146,SRR3487148,GSM2145411
CG4424_SRR3487150,SAMN04959460,CG4424,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1749148,SRR3487150,GSM2145413
Tip60_SRR3487153,SAMN04959463,Tip60,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1749151,SRR3487153,GSM2145416
Mad_SRR3487154,SAMN04959464,Mad,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1749152,SRR3487154,GSM2145417
Trf_SRR3487155,SAMN04959465,Trf,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1749153,SRR3487155,GSM2145418
Set2_SRR3487156,SAMN04959466,Set2,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1749154,SRR3487156,GSM2145419
CG9727_SRR3487158,SAMN04959468,CG9727,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1749156,SRR3487158,GSM2145421
M1BP_SRR3487160,SAMN04959470,M1BP,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1749158,SRR3487160,GSM2145423
XNP_SRR3487162,SAMN04959472,XNP,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1749160,SRR3487162,GSM2145425
Hr96_SRR3487163,SAMN04959473,Hr96,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1749161,SRR3487163,GSM2145426
Hcf_SRR3487164,SAMN04959474,Hcf,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1749162,SRR3487164,GSM2145427
Rbf_SRR3487165,SAMN04959475,Rbf,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1749163,SRR3487165,GSM2145428
Taf10_SRR3487166,SAMN04959476,Taf10,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1749164,SRR3487166,GSM2145429
CoRest_SRR3487168,SAMN04959478,CoRest,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1749166,SRR3487168,GSM2145431
TfIIFalpha_SRR3487170,SAMN04959482,TfIIFalpha,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1749168,SRR3487170,GSM2145433
CG6254_SRR3487171,SAMN04959483,CG6254,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1749169,SRR3487171,GSM2145434
tgo_SRR3487173,SAMN04959485,tgo,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1749171,SRR3487173,GSM2145436
Sry-beta_SRR3487175,SAMN04959487,Sry-beta,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1749173,SRR3487175,GSM2145438
dwg_SRR3487177,SAMN04959489,dwg,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1749175,SRR3487177,GSM2145440
CG13123_SRR3487178,SAMN04959490,CG13123,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1749176,SRR3487178,GSM2145441
CG7101_SRR3487180,SAMN04959492,CG7101,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1749178,SRR3487180,GSM2145443
CG11456_SRR3487181,SAMN04959493,CG11456,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1749179,SRR3487181,GSM2145444
LacZ_SRR3487183,SAMN04959495,LacZ,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1749181,SRR3487183,GSM2145446
trx_SRR3487185,SAMN04959497,trx,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1749183,SRR3487185,GSM2145448
pan_SRR3487188,SAMN04959500,pan,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1749186,SRR3487188,GSM2145451
CG13775_SRR3487190,SAMN04959502,CG13775,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1749188,SRR3487190,GSM2145453
CG8578_SRR3487192,SAMN04959504,CG8578,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1749190,SRR3487192,GSM2145455
CG31388_SRR3487194,SAMN04959506,CG31388,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1749192,SRR3487194,GSM2145457
Dad_SRR3487196,SAMN04959508,Dad,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1749194,SRR3487196,GSM2145459
MED17_SRR3487199,SAMN04959764,MED17,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1749197,SRR3487199,GSM2145462
Spt6_SRR3487201,SAMN04959766,Spt6,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1749199,SRR3487201,GSM2145464
pzg_SRR3487205,SAMN04959770,pzg,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1749203,SRR3487205,GSM2145468
CG18476_SRR3487206,SAMN04959771,CG18476,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1749204,SRR3487206,GSM2145469
MRG15_SRR3487208,SAMN04959773,MRG15,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1749206,SRR3487208,GSM2145471
CG7357_SRR3487210,SAMN04959775,CG7357,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1749208,SRR3487210,GSM2145473
kay_SRR3487211,SAMN04959776,kay,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1749209,SRR3487211,GSM2145474
net_SRR3487213,SAMN04959778,net,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1749211,SRR3487213,GSM2145476
HGTX_SRR3487214,SAMN04959779,HGTX,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1749212,SRR3487214,GSM2145477
Ravus_SRR3487216,SAMN04959781,Ravus,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1749214,SRR3487216,GSM2145479
Myb_SRR3487217,SAMN04959782,Myb,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1749215,SRR3487217,GSM2145480
CG31612_SRR3487219,SAMN04959784,CG31612,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1749217,SRR3487219,GSM2145482
Nurf-38_SRR3487220,SAMN04959785,Nurf-38,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1749218,SRR3487220,GSM2145483
CG1602_SRR3487221,SAMN04959786,CG1602,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1749219,SRR3487221,GSM2145484
CG15073_SRR3487223,SAMN04959788,CG15073,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1749221,SRR3487223,GSM2145486
HLH106_SRR3487226,SAMN04959791,HLH106,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1749224,SRR3487226,GSM2145489
Rpb11_SRR3487230,SAMN04959707,Rpb11,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1749228,SRR3487230,GSM2145493
CG1663_SRR3487233,SAMN04959793,CG1663,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1749231,SRR3487233,GSM2145496
rno_SRR3487236,SAMN04959711,rno,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1749234,SRR3487236,GSM2145499
CG2051_SRR3487238,SAMN04959713,CG2051,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1749236,SRR3487238,GSM2145501
Taf7_SRR3487239,SAMN04959714,Taf7,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1749237,SRR3487239,GSM2145502
Nf-YB_SRR3487240,SAMN04959715,Nf-YB,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1749238,SRR3487240,GSM2145503
MED16_SRR3487242,SAMN04959717,MED16,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1749240,SRR3487242,GSM2145505
Atf6_SRR3487243,SAMN04959718,Atf6,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1749241,SRR3487243,GSM2145506
E[Pc]_SRR3487245,SAMN04959720,E[Pc],RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1749243,SRR3487245,GSM2145508
CG10147_SRR3487247,SAMN04959722,CG10147,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1749245,SRR3487247,GSM2145510
cyc_SRR3487249,SAMN04959724,cyc,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1749247,SRR3487249,GSM2145512
Spt3_SRR3487251,SAMN04959726,Spt3,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1749249,SRR3487251,GSM2145514
Su[H]_SRR3487253,SAMN04959728,Su[H],RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1749251,SRR3487253,GSM2145516
EcR_SRR3487255,SAMN04959730,EcR,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1749253,SRR3487255,GSM2145518
Iswi_SRR3487257,SAMN04959732,Iswi,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1749255,SRR3487257,GSM2145520
sbb_SRR3487258,SAMN04959733,sbb,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1749256,SRR3487258,GSM2145521
CG6272_SRR3487260,SAMN04959795,CG6272,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1749258,SRR3487260,GSM2145523
CG4820_SRR3487263,SAMN04959798,CG4820,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1749261,SRR3487263,GSM2145526
crc_SRR3487265,SAMN04959800,crc,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1749263,SRR3487265,GSM2145528
grau_SRR3487266,SAMN04959801,grau,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1749264,SRR3487266,GSM2145529
mle_SRR3487267,SAMN04959802,mle,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1749265,SRR3487267,GSM2145530
CG30020_SRR3487268,SAMN04959803,CG30020,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1749266,SRR3487268,GSM2145531
CG13897_SRR3487270,SAMN04959805,CG13897,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1749268,SRR3487270,GSM2145533
MED24_SRR3487271,SAMN04959806,MED24,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1749269,SRR3487271,GSM2145534
Aef1_SRR3487273,SAMN04959808,Aef1,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1749271,SRR3487273,GSM2145536
CG5245_SRR3487275,SAMN04959810,CG5245,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1749273,SRR3487275,GSM2145538
crp_SRR3487277,SAMN04959812,crp,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1749275,SRR3487277,GSM2145540
CG18446_SRR3487280,SAMN04959815,CG18446,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1749278,SRR3487280,GSM2145543
D19B_SRR3487283,SAMN04959818,D19B,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1749281,SRR3487283,GSM2145546
skd_SRR3487285,SAMN04959820,skd,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1749283,SRR3487285,GSM2145548
MED7_SRR3487287,SAMN04959822,MED7,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1749285,SRR3487287,GSM2145550
CG18619_SRR3487288,SAMN04959823,CG18619,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1749286,SRR3487288,GSM2145551
nab_SRR3487294,SAMN04959829,nab,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1749292,SRR3487294,GSM2145557
CkIIalpha-i1_SRR3487296,SAMN04959831,CkIIalpha-i1,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1749294,SRR3487296,GSM2145559
CG10979_SRR3487297,SAMN04959832,CG10979,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1749295,SRR3487297,GSM2145560
MBD-R2_SRR3487298,SAMN04959833,MBD-R2,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1749296,SRR3487298,GSM2145561
CG6808_SRR3487299,SAMN04959834,CG6808,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1749297,SRR3487299,GSM2145562
dl_SRR3487301,SAMN04959836,dl,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1749299,SRR3487301,GSM2145564
CG13204_SRR3487303,SAMN04959838,CG13204,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1749301,SRR3487303,GSM2145566
MED8_SRR3487305,SAMN04959840,MED8,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1749303,SRR3487305,GSM2145568
msl-3_SRR3487307,SAMN04959842,msl-3,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1749305,SRR3487307,GSM2145570
HGTX_SRR3487309,SAMN04959844,HGTX,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1749307,SRR3487309,GSM2145572
Ravus_SRR3487311,SAMN04959846,Ravus,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1749309,SRR3487311,GSM2145574
Myb_SRR3487312,SAMN04959847,Myb,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1749310,SRR3487312,GSM2145575
CG31612_SRR3487314,SAMN04959849,CG31612,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1749312,SRR3487314,GSM2145577
CG8089_SRR3487317,SAMN04959852,CG8089,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1749315,SRR3487317,GSM2145580
CG10654_SRR3487320,SAMN04959855,CG10654,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1749318,SRR3487320,GSM2145583
CG14667_SRR3487322,SAMN04959864,CG14667,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1749320,SRR3487322,GSM2145585
e[y]1_SRR3487324,SAMN04959858,e[y]1,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1749322,SRR3487324,GSM2145587
Nipped-A_SRR3487327,SAMN04959861,Nipped-A,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1749325,SRR3487327,GSM2145590
MESR4_SRR3487330,SAMN04959865,MESR4,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1749329,SRR3487330,GSM2145593
CG17359_SRR3487332,SAMN04959867,CG17359,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1749331,SRR3487332,GSM2145595
Taf7_SRR3487334,SAMN04959869,Taf7,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1749333,SRR3487334,GSM2145597
Dif_SRR3487336,SAMN04959871,Dif,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1749335,SRR3487336,GSM2145599
Atf6_SRR3487338,SAMN04959873,Atf6,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1749337,SRR3487338,GSM2145601
E[Pc]_SRR3487340,SAMN04959875,E[Pc],RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1749339,SRR3487340,GSM2145603
CG10147_SRR3487342,SAMN04959877,CG10147,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1749341,SRR3487342,GSM2145605
MED10_SRR3487343,SAMN04959878,MED10,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1749342,SRR3487343,GSM2145606
Alh_SRR3487345,SAMN04959880,Alh,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1749344,SRR3487345,GSM2145608
Spt3_SRR3487346,SAMN04959881,Spt3,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1749345,SRR3487346,GSM2145609
Su[H]_SRR3487348,SAMN04959883,Su[H],RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1749347,SRR3487348,GSM2145611
HmgZ_SRR3487349,SAMN04959418,HmgZ,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1749348,SRR3487349,GSM2145612
CG18011_SRR3487351,SAMN04959421,CG18011,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1749350,SRR3487351,GSM2145614
sbb_SRR3487353,SAMN04959423,sbb,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1749352,SRR3487353,GSM2145616
CG7386_SRR3487354,SAMN04959424,CG7386,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1749353,SRR3487354,GSM2145617
CG6272_SRR3487355,SAMN04959425,CG6272,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1749354,SRR3487355,GSM2145618
CG1024_SRR3487357,SAMN04959427,CG1024,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1749356,SRR3487357,GSM2145620
Hand_SRR3487359,SAMN04959429,Hand,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1749358,SRR3487359,GSM2145622
grau_SRR3487361,SAMN04959431,grau,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1749360,SRR3487361,GSM2145624
CG30020_SRR3487363,SAMN04959433,CG30020,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1749362,SRR3487363,GSM2145626
MED24_SRR3487366,SAMN04959436,MED24,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1749365,SRR3487366,GSM2145629
Aef1_SRR3487368,SAMN04959438,Aef1,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1749367,SRR3487368,GSM2145631
CG5245_SRR3487370,SAMN04959440,CG5245,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1749369,SRR3487370,GSM2145633
crp_SRR3487372,SAMN04959442,crp,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1749371,SRR3487372,GSM2145635
CG18446_SRR3487375,SAMN04959445,CG18446,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1749374,SRR3487375,GSM2145638
nab_SRR3487377,SAMN04959448,nab,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1749376,SRR3487377,GSM2145640
Chd3_SRR3487379,SAMN04959675,Chd3,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1749378,SRR3487379,GSM2145642
CG3909_SRR3487381,SAMN04959677,CG3909,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1749380,SRR3487381,GSM2145644
