sample_name,BioSample,rnai,Assay.Type,LibraryLayout,LibrarySource,LibrarySelection,Strain,Instrument,Experiment,Run,Sample.Name
CG31365_SRR3488288,SAMN04960701,CG31365,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750291,SRR3488288,GSM2146551
CG4424_SRR3488289,SAMN04960702,CG4424,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750292,SRR3488289,GSM2146552
CG6254_SRR3488290,SAMN04960703,CG6254,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750293,SRR3488290,GSM2146553
CG8089_SRR3488291,SAMN04960704,CG8089,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750294,SRR3488291,GSM2146554
CG9705_SRR3488292,SAMN04960705,CG9705,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750295,SRR3488292,GSM2146555
cyc_SRR3488293,SAMN04960706,cyc,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750296,SRR3488293,GSM2146556
foxo_SRR3488294,SAMN04960707,foxo,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750297,SRR3488294,GSM2146557
E[spl]mbeta-HLH_SRR3488295,SAMN04960708,E[spl]mbeta-HLH,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750298,SRR3488295,GSM2146558
lds_SRR3488296,SAMN04960709,lds,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750299,SRR3488296,GSM2146559
CG11398_SRR3488297,SAMN04960710,CG11398,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750300,SRR3488297,GSM2146560
CG12744_SRR3488298,SAMN04960711,CG12744,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750301,SRR3488298,GSM2146561
CG17568_SRR3488299,SAMN04960712,CG17568,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750302,SRR3488299,GSM2146562
CG31388_SRR3488300,SAMN04960713,CG31388,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750303,SRR3488300,GSM2146563
CG4496_SRR3488301,SAMN04960714,CG4496,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750304,SRR3488301,GSM2146564
CG6654_SRR3488302,SAMN04960715,CG6654,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750305,SRR3488302,GSM2146565
CG8359_SRR3488303,SAMN04960716,CG8359,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750306,SRR3488303,GSM2146566
Chd1_SRR3488304,SAMN04960717,Chd1,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750307,SRR3488304,GSM2146567
da_SRR3488305,SAMN04960718,da,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750308,SRR3488305,GSM2146568
ftz-f1_SRR3488306,SAMN04960719,ftz-f1,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750309,SRR3488306,GSM2146569
Hmr_SRR3488307,SAMN04960720,Hmr,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750310,SRR3488307,GSM2146570
lilli_SRR3488308,SAMN04960721,lilli,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750311,SRR3488308,GSM2146571
CG11414_SRR3488309,SAMN04960722,CG11414,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750312,SRR3488309,GSM2146572
CG13123_SRR3488310,SAMN04960874,CG13123,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750313,SRR3488310,GSM2146573
CG17806_SRR3488311,SAMN04960875,CG17806,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750314,SRR3488311,GSM2146574
CG3407_SRR3488312,SAMN04960876,CG3407,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750315,SRR3488312,GSM2146575
mtRNApol_SRR3488313,SAMN04960877,mtRNApol,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750316,SRR3488313,GSM2146576
Plzf_SRR3488314,SAMN04960878,Plzf,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750317,SRR3488314,GSM2146577
CG8388_SRR3488315,SAMN04960879,CG8388,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750318,SRR3488315,GSM2146578
Chro_SRR3488316,SAMN04960880,Chro,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750319,SRR3488316,GSM2146579
Dp_SRR3488317,SAMN04960881,Dp,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750320,SRR3488317,GSM2146580
fu2_SRR3488318,SAMN04960882,fu2,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750321,SRR3488318,GSM2146581
jing_SRR3488319,SAMN04960883,jing,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750322,SRR3488319,GSM2146582
Mad_SRR3488320,SAMN04960884,Mad,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750323,SRR3488320,GSM2146583
CG11456_SRR3488321,SAMN04960885,CG11456,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750324,SRR3488321,GSM2146584
CG14710_SRR3488322,SAMN04960886,CG14710,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750325,SRR3488322,GSM2146585
LacZ_SRR3488323,SAMN04960887,LacZ,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750326,SRR3488323,GSM2146586
CG3838_SRR3488324,SAMN04960888,CG3838,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750327,SRR3488324,GSM2146587
CG4707_SRR3488325,SAMN04960889,CG4707,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750328,SRR3488325,GSM2146588
CG6813_SRR3488326,SAMN04960890,CG6813,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750329,SRR3488326,GSM2146589
CG8478_SRR3488327,SAMN04960891,CG8478,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750330,SRR3488327,GSM2146590
CkIIalpha-i1_SRR3488328,SAMN04960892,CkIIalpha-i1,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750331,SRR3488328,GSM2146591
Dref_SRR3488329,SAMN04960893,Dref,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750332,SRR3488329,GSM2146592
GATAd_SRR3488330,SAMN04960894,GATAd,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750333,SRR3488330,GSM2146593
jumu_SRR3488331,SAMN04960895,jumu,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750334,SRR3488331,GSM2146594
Max_SRR3488332,SAMN04960896,Max,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750335,SRR3488332,GSM2146595
CG11696_SRR3488333,SAMN04960897,CG11696,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750336,SRR3488333,GSM2146596
CG15011_SRR3488334,SAMN04960898,CG15011,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750337,SRR3488334,GSM2146597
Br140_SRR3488335,SAMN04960899,Br140,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750338,SRR3488335,GSM2146598
CG3909_SRR3488336,SAMN04960900,CG3909,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750339,SRR3488336,GSM2146599
CG4820_SRR3488337,SAMN04960901,CG4820,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750340,SRR3488337,GSM2146600
CG34422_SRR3488338,SAMN04960902,CG34422,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750341,SRR3488338,GSM2146601
CG8578_SRR3488339,SAMN04960903,CG8578,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750342,SRR3488339,GSM2146602
Cp190_SRR3488340,SAMN04960904,Cp190,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750343,SRR3488340,GSM2146603
E2f2_SRR3488341,SAMN04960905,E2f2,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750344,SRR3488341,GSM2146604
hay_SRR3488342,SAMN04960906,hay,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750345,SRR3488342,GSM2146605
ken_SRR3488343,SAMN04960907,ken,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750346,SRR3488343,GSM2146606
MBD-like_SRR3488344,SAMN04960908,MBD-like,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750347,SRR3488344,GSM2146607
CG12054_SRR3488345,SAMN04960909,CG12054,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750348,SRR3488345,GSM2146608
CG1602_SRR3488346,SAMN04960910,CG1602,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750349,SRR3488346,GSM2146609
CG18476_SRR3488347,SAMN04960911,CG18476,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750350,SRR3488347,GSM2146610
CG3919_SRR3488348,SAMN04960912,CG3919,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750351,SRR3488348,GSM2146611
CG4936_SRR3488349,SAMN04960913,CG4936,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750352,SRR3488349,GSM2146612
CG7818_SRR3488350,SAMN04960914,CG7818,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750353,SRR3488350,GSM2146613
CG8924_SRR3488351,SAMN04960915,CG8924,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750354,SRR3488351,GSM2146614
crc_SRR3488352,SAMN04960916,crc,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750355,SRR3488352,GSM2146615
ecd_SRR3488353,SAMN04960917,ecd,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750356,SRR3488353,GSM2146616
Sox14_SRR3488354,SAMN04960918,Sox14,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750357,SRR3488354,GSM2146617
ATbp_SRR3488355,SAMN04960919,ATbp,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750358,SRR3488355,GSM2146618
ecd_SRR3488356,SAMN04960920,ecd,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750359,SRR3488356,GSM2146619
MBD-R2_SRR3488357,SAMN04960921,MBD-R2,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750360,SRR3488357,GSM2146620
Mes-4_SRR3488358,SAMN04960922,Mes-4,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750361,SRR3488358,GSM2146621
net_SRR3488359,SAMN04960923,net,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750362,SRR3488359,GSM2146622
Ravus_SRR3488360,SAMN04960924,Ravus,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750363,SRR3488360,GSM2146623
Sin3A_SRR3488361,SAMN04960925,Sin3A,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750364,SRR3488361,GSM2146624
trx_SRR3488362,SAMN04960926,trx,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750365,SRR3488362,GSM2146625
CG14962_SRR3488363,SAMN04960927,CG14962,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750366,SRR3488363,GSM2146626
CG17186_SRR3488364,SAMN04960928,CG17186,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750367,SRR3488364,GSM2146627
CG4617_SRR3488365,SAMN04960929,CG4617,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750368,SRR3488365,GSM2146628
CG10949_SRR3488366,SAMN04960930,CG10949,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750369,SRR3488366,GSM2146629
mxc_SRR3488367,SAMN04960931,mxc,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750370,SRR3488367,GSM2146630
CG6276_SRR3488368,SAMN04960932,CG6276,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750371,SRR3488368,GSM2146631
mbf1_SRR3488369,SAMN04960933,mbf1,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750372,SRR3488369,GSM2146632
MESR4_SRR3488370,SAMN04960753,MESR4,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750373,SRR3488370,GSM2146633
osa_SRR3488371,SAMN04960754,osa,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750374,SRR3488371,GSM2146634
Rel_SRR3488372,SAMN04960755,Rel,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750375,SRR3488372,GSM2146635
skd_SRR3488373,SAMN04960756,skd,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750376,SRR3488373,GSM2146636
tsh_SRR3488374,SAMN04960757,tsh,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750377,SRR3488374,GSM2146637
CG11560_SRR3488375,SAMN04960758,CG11560,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750378,SRR3488375,GSM2146638
Xrp1_SRR3488376,SAMN04960759,Xrp1,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750379,SRR3488376,GSM2146639
Bgb_SRR3488377,SAMN04960760,Bgb,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750380,SRR3488377,GSM2146640
CG14962_SRR3488378,SAMN04960761,CG14962,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750381,SRR3488378,GSM2146641
Ets21C_SRR3488379,SAMN04960762,Ets21C,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750382,SRR3488379,GSM2146642
MED15_SRR3488380,SAMN04960763,MED15,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750383,SRR3488380,GSM2146643
mle_SRR3488381,SAMN04960764,mle,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750384,SRR3488381,GSM2146644
p53_SRR3488382,SAMN04960765,p53,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750385,SRR3488382,GSM2146645
Rfx_SRR3488383,SAMN04960766,Rfx,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750386,SRR3488383,GSM2146646
Smox_SRR3488384,SAMN04960767,Smox,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750387,SRR3488384,GSM2146647
yps_SRR3488385,SAMN04960768,yps,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750388,SRR3488385,GSM2146648
ssp_SRR3488386,SAMN04960769,ssp,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750389,SRR3488386,GSM2146649
TFAM_SRR3488387,SAMN04960770,TFAM,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750390,SRR3488387,GSM2146650
CG13624_SRR3488388,SAMN04960772,CG13624,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750391,SRR3488388,GSM2146651
Xrp1_SRR3488389,SAMN04960773,Xrp1,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750392,SRR3488389,GSM2146652
G9a_SRR3488390,SAMN04960774,G9a,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750393,SRR3488390,GSM2146653
Lpt_SRR3488391,SAMN04960775,Lpt,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750394,SRR3488391,GSM2146654
MED17_SRR3488392,SAMN04960776,MED17,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750395,SRR3488392,GSM2146655
fd68A_SRR3488393,SAMN04960777,fd68A,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750396,SRR3488393,GSM2146656
Pcl_SRR3488394,SAMN04960778,Pcl,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750397,SRR3488394,GSM2146657
rhi_SRR3488395,SAMN04960779,rhi,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750398,SRR3488395,GSM2146658
Spt6_SRR3488396,SAMN04960780,Spt6,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750399,SRR3488396,GSM2146659
zf30C_SRR3488397,SAMN04960781,zf30C,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750400,SRR3488397,GSM2146660
CG7839_SRR3488398,SAMN04960782,CG7839,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750401,SRR3488398,GSM2146661
NfI_SRR3488399,SAMN04960783,NfI,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750402,SRR3488399,GSM2146662
CG17912_SRR3488400,SAMN04960662,CG17912,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750403,SRR3488400,GSM2146663
E[z]_SRR3488401,SAMN04960663,E[z],RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750404,SRR3488401,GSM2146664
CG4617_SRR3488402,SAMN04960664,CG4617,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750405,SRR3488402,GSM2146665
brm_SRR3488403,SAMN04960665,brm,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750406,SRR3488403,GSM2146666
MED18_SRR3488404,SAMN04960666,MED18,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750407,SRR3488404,GSM2146667
MRG15_SRR3488405,SAMN04960667,MRG15,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750408,SRR3488405,GSM2146668
pfk_SRR3488406,SAMN04960668,pfk,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750409,SRR3488406,GSM2146669
rno_SRR3488407,SAMN04960669,rno,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750410,SRR3488407,GSM2146670
stwl_SRR3488408,SAMN04960670,stwl,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750411,SRR3488408,GSM2146671
Sox14_SRR3488409,SAMN04960671,Sox14,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750412,SRR3488409,GSM2146672
E[z]_SRR3488410,SAMN04960672,E[z],RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750413,SRR3488410,GSM2146673
Thd1_SRR3488411,SAMN04960673,Thd1,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750414,SRR3488411,GSM2146674
HmgD_SRR3488412,SAMN04960674,HmgD,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750415,SRR3488412,GSM2146675
Su[var]2-HP2_SRR3488413,SAMN04960675,Su[var]2-HP2,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750416,SRR3488413,GSM2146676
CG7839_SRR3488414,SAMN04960676,CG7839,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750417,SRR3488414,GSM2146677
Arc42_SRR3488415,SAMN04960677,Arc42,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750418,SRR3488415,GSM2146678
MED24_SRR3488416,SAMN04960678,MED24,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750419,SRR3488416,GSM2146679
msl-3_SRR3488417,SAMN04960679,msl-3,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750420,SRR3488417,GSM2146680
LacZ_SRR3488418,SAMN04960680,LacZ,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750421,SRR3488418,GSM2146681
Rpd3_SRR3488419,SAMN04960681,Rpd3,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750422,SRR3488419,GSM2146682
Su[H]_SRR3488420,SAMN04960682,Su[H],RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750423,SRR3488420,GSM2146683
row_SRR3488421,SAMN04960683,row,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750424,SRR3488421,GSM2146684
Cenp-C_SRR3488422,SAMN04960684,Cenp-C,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750425,SRR3488422,GSM2146685
mxc_SRR3488423,SAMN04960685,mxc,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750426,SRR3488423,GSM2146686
CG8765_SRR3488424,SAMN04960686,CG8765,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750427,SRR3488424,GSM2146687
ATbp_SRR3488425,SAMN04960687,ATbp,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750429,SRR3488425,GSM2146688
NfI_SRR3488426,SAMN04960935,NfI,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750430,SRR3488426,GSM2146689
Hnf4_SRR3488427,SAMN04960936,Hnf4,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750431,SRR3488427,GSM2146690
MED6_SRR3488428,SAMN04960688,MED6,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750432,SRR3488428,GSM2146691
MTA1-like_SRR3488429,SAMN04960689,MTA1-like,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750433,SRR3488429,GSM2146692
psq_SRR3488430,SAMN04960690,psq,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750434,SRR3488430,GSM2146693
Scm_SRR3488431,SAMN04960691,Scm,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,S2R+,Illumina HiSeq 2500,SRX1750435,SRR3488431,GSM2146694
